model_name,dataset,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,brier_score,review_rate,business_cost,true_negative,false_positive,false_negative,true_positive,default_count,non_default_count
xgboost_weighted_baseline,test,0.56,0.7274215146555572,0.6799734370765889,0.19087695674128935,0.6220515633571037,0.2921174652241113,0.22642339246690804,0.7478387602732801,0.21465315399443477,0.2013754282942889,0.29464861379755,5848500.0,13533,4807,689,1134,1823,18340
