bucket,row_count,default_count,min_value,max_value,median_value,default_rate_pct
"(-0.0009444, 0.44]",21356,1518,5.555555555555556e-05,0.4400285714285714,0.2792682578539371,7.108072672785165
"(0.44, 0.836]",21356,1861,0.4400451467268623,0.8360545454545455,0.6124396802325581,8.714178685147031
"(0.836, 1.912]",21355,1516,0.8360625,1.912175,1.2359375,7.099040037461952
"(1.912, 3.161]",21356,1380,1.912250712250712,3.1605142857142856,2.532310353130016,6.461884247986514
"(3.161, 19.638]",21356,1421,3.1606060606060606,19.6375,4.021497947454844,6.6538677654991565
