defaulter,row_count,default_rate,amount_missing_rate,core_quality_issue_rate,broad_quality_issue_rate,median_amount,median_income
0,122264,0.0,18.959791925669045,21.20738729307073,87.54089511221619,78520.0,62500.0
1,12153,100.0,36.67407224553608,37.0772648728709,78.13708549329384,58169.5,55000.0
