has_core_data_quality_issue,row_count,default_count,median_income,median_interest_rate,default_rate_pct,portfolio_share_pct,exposure,amount_missing_rate_pct,median_amount,exposure_share_pct,median_loan_to_income_ratio
1,30435,4506,58800.0,11.84,14.80532281912272,22.642225313762395,23895480.0,90.80992278626582,7294.0,0.1625706546106624,0.1455714285714285
0,103982,7647,63000.0,11.84,7.354157450327942,77.3577746862376,14674624408.0,0.0,82025.5,99.83742934538934,1.3179907608695651
