operational_rank,objective,model_name,dataset,threshold,roc_auc,pr_auc,brier_score,accuracy,balanced_accuracy,precision,recall,specificity,f1,mcc,review_rate,business_cost,true_negative,false_positive,false_negative,true_positive,default_count,non_default_count,selection_basis,validation_pr_auc_at_default_threshold,validation_roc_auc_at_default_threshold,validation_brier_at_default_threshold
1,minimum_cost_review_rate_le_30pct,xgboost_weighted_baseline,validation,0.56,0.7511864483328559,0.22625096332069364,0.2020257960762295,0.7256856618558746,0.6807483111412336,0.19048414023372287,0.6258913878222709,0.7356052344601963,0.2920773070523487,0.22685739405456157,0.2970788077171056,5834500.0,13491,4849,682,1141,1823,18340,minimum business cost under review_rate <= 30%; min_recall >= 0%,0.22625096332069364,0.7511864483328559,0.2020257960762295
