,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
total_payment,134417.0,10696.436129307345,8544.311642614546,0.0,912.6891999999999,2012.9360000000001,4623.23,8061.14,13940.16,28575.89332042,40353.168012495975,57777.5798702
received_principal,134417.0,8282.67623514883,7184.016451242923,0.0,504.3248,1325.5360000000003,3047.39,5869.12,11325.0,24000.0,35000.0,35000.01
interest_received,134417.0,2335.8745198152023,2419.9096360823182,0.0,97.13159999999999,288.71000000000004,839.52,1627.03,2889.88,6994.766,12383.489999999985,24205.62
payment_to_amount_ratio,106779.0,0.3691666754257845,20.082632990606296,0.0,0.006146451200163682,0.01328995132000775,0.0381229356221089,0.0970882313200918,0.25682597700428367,0.8910525225123731,1.8759533707798426,6251.68
principal_to_amount_ratio,106779.0,0.2749599936952883,10.236618303293925,0.0,0.003745379123886884,0.008509599668066381,0.02582057182162105,0.0692653624187869,0.18826216778649701,0.720912679830647,1.5610702122177567,2819.172
interest_to_amount_ratio,106779.0,0.09274106356431766,10.54568210793162,0.0,0.000713964561684362,0.0020852422773931997,0.00777853521416055,0.0206645860550636,0.0573070170760724,0.1879935273191748,0.4176969656054622,3432.5080000000003
